#K-Path(1/A) Energy-Window(eV)
    0.000000    -14.000000
    0.803667    -14.000000
    0.803667     20.000000
    0.803667    -14.000000
    1.267664    -14.000000
    1.267664     20.000000
    1.267664    -14.000000
    2.195659    -14.000000
    2.195659     20.000000
    2.195659    -14.000000
    2.722729    -14.000000
    2.722729     20.000000
    2.722729    -14.000000
    3.526396    -14.000000
    3.526396     20.000000
    3.526396    -14.000000
    3.990393    -14.000000
    3.990393     20.000000
    3.990393    -14.000000
    4.918388    -14.000000
    4.918388     20.000000
    4.918388    -14.000000
    5.445458    -14.000000
    5.445458     20.000000
    5.445458    -14.000000
    5.972529    -14.000000
    5.972529     20.000000
    0.000000     20.000000
    0.000000    -14.000000
    0.000000      0.000000
    5.972529      0.000000
