      #Energy        TDOS
       9.90838       2.98400
       9.94438       3.45500
       9.98138       3.50500
      10.01738       2.73100
      10.05438       2.11700
      10.09038       2.24100
      10.12638       2.76900
      10.16338       3.41700
      10.19938       4.02900
      10.23638       4.38400
      10.27238       4.19700
      10.30938       3.82600
      10.34538       3.85800
      10.38138       3.93400
      10.41838       3.62100
      10.45438       3.37600
      10.49138       3.57300
      10.52738       3.94800
      10.56338       3.86400
      10.60038       3.08300
      10.63638       2.68700
      10.67338       3.00000
      10.70938       3.01900
      10.74538       2.50600
      10.78238       2.30300
      10.81838       2.89500
      10.85538       3.88200
      10.89138       4.38200
      10.92738       3.90000
      10.96438       3.54500
      11.00038       3.77100
      11.03738       3.93700
      11.07338       3.89800
      11.10938       3.52800
      11.14638       3.05800
      11.18238       3.12900
      11.21938       3.39600
      11.25538       3.19400
      11.29238       2.87600
      11.32838       2.81300
      11.36438       2.63200
      11.40138       2.42500
      11.43738       2.66600
      11.47438       3.21000
      11.51038       3.60600
      11.54638       4.03600
      11.58338       4.26300
      11.61938       4.28100
      11.65638       4.08700
      11.69238       3.22200
      11.72838       2.43800
      11.76538       2.40900
      11.80138       3.19200
      11.83838       4.09600
      11.87438       4.22200
      11.91038       3.54300
      11.94738       2.71700
      11.98338       2.91200
      12.02038       4.07800
      12.05638       4.48100
      12.09338       3.58800
      12.12938       2.62800
      12.16538       2.32300
      12.20238       2.70000
      12.23838       3.56200
      12.27538       4.64500
      12.31138       4.99600
      12.34738       4.39400
      12.38438       3.61800
      12.42038       3.31700
      12.45738       3.89900
      12.49338       4.83300
      12.52938       4.54300
      12.56638       3.51200
      12.60238       3.39300
      12.63938       4.05700
      12.67538       4.45400
      12.71138       3.95900
      12.74838       3.70600
      12.78438       3.82000
      12.82138       3.47200
      12.85738       2.79100
      12.89438       2.61900
      12.93038       3.12400
      12.96638       3.79200
      13.00338       4.08200
      13.03938       3.85900
      13.07638       3.41400
      13.11238       2.83900
      13.14838       2.73800
      13.18538       3.18000
      13.22138       3.71600
      13.25838       4.24300
      13.29438       4.37600
      13.33038       4.30100
      13.36738       4.31600
      13.40338       3.90700
      13.44038       3.57000
      13.47638       3.50500
      13.51238       3.41800
      13.54938       3.71000
      13.58538       4.14000
      13.62238       3.79700
      13.65838       3.08200
      13.69538       3.03200
      13.73138       3.15500
      13.76738       3.08200
      13.80438       3.24000
      13.84038       3.48700
      13.87738       3.28500
      13.91338       2.60400
      13.94938       1.98700
      13.98638       1.92700
      14.02238       2.38000
      14.05938       2.62200
      14.09538       2.52700
      14.13138       2.60000
      14.16838       2.99200
      14.20438       3.28200
      14.24138       3.33200
      14.27738       3.27000
      14.31338       3.22200
      14.35038       3.16800
      14.38638       3.20200
      14.42338       3.98500
      14.45938       4.69600
      14.49538       3.94400
      14.53238       2.89000
      14.56838       2.71500
      14.60538       3.29800
      14.64138       4.10100
      14.67838       4.48400
      14.71438       4.34500
      14.75038       4.29700
      14.78738       4.60000
      14.82338       4.54600
      14.86038       3.73100
      14.89638       3.56300
      14.93238       3.73700
      14.96938       3.53700
      15.00538       3.09300
      15.04238       2.58000
      15.07838       2.52900
      15.11438       2.94900
      15.15138       3.06700
      15.18738       2.73400
      15.22438       2.26600
      15.26038       1.95200
      15.29638       2.02500
      15.33338       2.24700
      15.36938       2.39000
      15.40638       2.88500
      15.44238       3.65800
      15.47938       4.23400
      15.51538       5.35700
      15.55138       6.54600
      15.58838       6.47100
      15.62438       5.30600
      15.66138       4.03500
      15.69738       3.27900
      15.73338       3.47800
      15.77038       4.04800
      15.80638       4.24500
      15.84338       4.08600
      15.87938       4.06000
      15.91538       4.08800
      15.95238       3.99100
      15.98838       3.82400
      16.02538       3.74500
      16.06138       3.88400
      16.09738       3.73300
      16.13438       3.44100
      16.17038       2.81300
      16.20738       2.43100
      16.24338       2.30800
      16.28038       2.34600
      16.31638       2.60400
      16.35238       2.69700
      16.38938       2.45200
      16.42538       1.90200
      16.46238       1.42100
      16.49838       1.17700
      16.53438       1.05900
      16.57138       0.96480
      16.60738       1.04200
      16.64438       1.03000
      16.68038       0.79070
      16.71638       0.76450
      16.75338       1.02400
      16.78938       1.16700
      16.82638       1.20300
      16.86238       1.09500
      16.89838       0.87980
      16.93538       0.78400
      16.97138       0.59220
      17.00838       0.49370
      17.04438       0.81290
      17.08138       1.37400
      17.11738       1.76300
      17.15338       1.70500
      17.19038       1.23800
      17.22638       0.91160
      17.26338       0.91810
      17.29938       1.07400
      17.33538       1.10300
      17.37238       1.03500
      17.40838       1.60200
      17.44538       2.65300
