#K-Path     Band-1    Band-2    Band-3    Band-4      ...     Band-n
  1.2677  -12.3333  -10.6912  -10.6912   -4.4096   -4.4096   -3.0485   -3.0485   -2.9323   -2.6528    2.6555    2.6555    2.9266    4.7751    5.7119    5.7119    8.3469    8.3469    8.8688   10.5239   10.5239   11.8017   11.8215   11.8215   12.4830   12.7327   13.3501   13.3501   13.7761   14.4463   14.4464   15.9355   15.9533
  1.2677  -12.3333  -10.6912  -10.6912   -4.4096   -4.4096   -3.0485   -3.0485   -2.9323   -2.6528    2.6555    2.6555    2.9266    4.7751    5.7119    5.7119    8.3469    8.3469    8.8688   10.5239   10.5239   11.8017   11.8215   11.8215   12.4830   12.7327   13.3501   13.3501   13.7761   14.4463   14.4464   15.9355   15.9435
  1.3165  -12.3417  -10.7431  -10.6304   -4.4227   -4.4138   -3.1458   -3.0046   -2.8495   -2.6191    2.5466    2.7036    2.9159    4.7269    5.4794    6.0281    8.1980    8.4999    8.9163   10.4497   10.5545   11.7261   11.7304   11.9566   12.4817   12.5805   13.3392   13.3913   13.7236   14.5300   14.6402   15.3893   16.0113
  1.3653  -12.3687  -10.7750  -10.5702   -4.4483   -4.4390   -3.2314   -2.9382   -2.7230   -2.5379    2.4151    2.6832    2.8650    4.6315    5.2661    6.4363    8.0226    8.6975    9.0291   10.3231   10.5421   11.4365   11.7016   12.0980   12.2875   12.7188   12.9304   13.5966   13.8638   14.7678   14.8144   14.8867   15.8671
  1.4142  -12.4154  -10.7854  -10.5126   -4.4861   -4.4748   -3.2759   -2.8382   -2.5818   -2.4305    2.2766    2.6061    2.7713    4.5250    5.0732    6.8773    7.8547    8.9108    9.1617   10.1619   10.4775   11.0118   11.6417   12.1270   12.2622   12.7078   12.9517   13.7229   13.9126   14.4232   14.7262   15.2237   15.8920
  1.4630  -12.4805  -10.7752  -10.4591   -4.5304   -4.5089   -3.2828   -2.7077   -2.4281   -2.3073    2.1367    2.4846    2.6424    4.4212    4.9022    7.2479    7.7757    9.0924    9.2638    9.9947   10.2923   10.6962   11.3709   12.1252   12.3143   12.8117   13.2488   13.5917   13.6528   14.4384   14.6620   15.5390   16.0577
  1.5119  -12.5605  -10.7479  -10.4112   -4.5725   -4.5304   -3.2613   -2.5554   -2.2621   -2.1722    1.9983    2.3287    2.4876    4.3284    4.7546    7.2916    8.0013    9.1677    9.2692    9.8423    9.9764   10.6482   11.0190   12.2258   12.3409   12.7820   13.4189   13.4237   13.6151   14.5963   14.6818   15.5758   15.8532
  1.5607  -12.6509  -10.7081  -10.3704   -4.6032   -4.5316   -3.2212   -2.3922   -2.0840   -2.0249    1.8632    2.1445    2.3154    4.2536    4.6323    7.1574    8.2776    9.0854    9.1228    9.6470    9.8207   10.7338   10.8196   12.1963   12.2412   12.5621   13.2794   13.6780   13.9981   14.6431   14.6554   15.2653   15.5993
  1.6096  -12.7474  -10.6607  -10.3373   -4.6150   -4.5073   -3.1709   -2.2298   -1.8947   -1.8629    1.7314    1.9364    2.1341    4.2027    4.5369    7.0006    8.2653    8.8820    8.9452    9.3372    9.9198   10.8190   10.8795   11.7964   12.0366   12.6970   13.2642   13.9681   14.1976   14.4773   14.6646   15.3123   15.6083
  1.6584  -12.8461  -10.6098  -10.3123   -4.6025   -4.4550   -3.1170   -2.0796   -1.6959   -1.6836    1.6007    1.7078    1.9528    4.1801    4.4701    6.8464    7.9870    8.5932    8.7903    8.9890   10.0868   10.8065   11.0755   11.4710   11.9145   12.8898   13.2294   13.8110   14.0529   14.7049   15.0824   15.5311   15.7626
