doping,sigma_xx,sigma_yy,sigma_zz,S_xx,S_yy,S_zz,kappa_e_xx,kappa_e_yy,kappa_e_zz,mu_overall_xx,mu_overall_yy,mu_overall_zz,mu_IMP_xx,mu_IMP_yy,mu_IMP_zz,mu_ADP_xx,mu_ADP_yy,mu_ADP_zz,mu_POP_xx,mu_POP_yy,mu_POP_zz
2.872984833353657e+18,32504.873064773976,31474.644615691977,55650.88280684047,333.98752445120175,329.0077240280244,333.9687494528447,0.2556849001712531,0.23677163453043937,0.43147216356810114,703.7089462191587,681.4010914628733,1204.9244662420165,10310.026785349219,10332.65701703375,17278.657135751622,5326.21715287796,4648.475184512549,10763.872869297566,1027.1918588613494,1051.012889552763,1687.1582441540604
3.162277660168379e+18,35523.11215260496,34393.01376878571,60830.3831235998,326.73467108292874,321.73851071791796,326.63155468947946,0.27382067078662176,0.2533820572934806,0.46299086525892985,699.1372168439474,676.8920564035293,1197.3113396158888,9798.166429765326,9826.895790776725,16413.733866412826,5304.503662194691,4629.271349177146,10732.342047138356,1025.2554035540584,1049.0557344391634,1684.9988634796578
3.4807005884284196e+18,38818.64553240622,37578.553847639014,66483.6859381246,319.435872958719,314.4230722636252,319.25664540156475,0.2942123300703623,0.2720812398552601,0.49834135946689484,694.4645049195474,672.2763399232811,1189.46950030824,9312.535280942104,9346.460732146583,15591.895563174416,5280.903257798584,4608.373155624138,10697.931435207762,1023.1927778294669,1046.9701879370336,1682.6944216036682
3.8311868495572767e+18,42415.567813058,41054.259785358154,72651.34059517119,312.1038705725575,307.07404784023373,311.856224556879,0.31701088986613635,0.2930070035401149,0.5377853906489536,689.6888241569387,667.5510577831809,1181.3938222306783,8851.7623707189,8890.038396270505,14811.072126746096,5255.28240067866,4585.655240539384,10660.408141948576,1021.0023319737118,1044.754319090928,1680.241543355276
4.216965034285822e+18,46339.988093753585,44845.00081710204,79377.17480179553,304.7495106383574,299.70218611708435,304.4407214542897,0.3423849187804935,0.3163133054633007,0.581613818081705,684.8082763343783,662.7133313196983,1173.079588454229,8414.577427543252,8456.419408892205,14069.337243886645,5227.503067859782,4560.986784771626,10619.524986115362,1018.6835499573592,1042.4072828876026,1677.6377515849879
4.641588833612791e+18,50620.16520485428,48977.63511727873,86708.50252887771,297.3821058228813,292.31670359982417,297.01912498629537,0.3705215492535421,0.3421711332367636,0.6301482447781246,679.8210395084469,657.7602704233615,1164.5225300664856,7999.798650543221,8044.485438487641,13364.893405198003,5197.423603506613,4534.232024394636,10575.020512703479,1016.23721268475,1039.9294736219313,1674.8815951584759
5.108969774506914e+18,55286.669023952985,53481.14630600107,94696.37583950904,290.0097042014876,284.92555303413616,289.5992282304669,0.40162765603279604,0.37076955065525485,0.6837429491214286,674.7253284552153,652.6889287155128,1155.7188205255195,7606.321087277895,7653.197652684067,12696.060358591949,5164.8996063275035,4505.250769451621,10526.618933855312,1013.6655317612839,1037.322646619579,1671.9727474543215
5.62341325190349e+18,60372.53803079701,58386.77233887354,103395.83015141857,282.63933521126444,277.535668815765,282.1878510804651,0.4359310174539357,0.402316719937462,0.7427868054063467,669.51936576383,647.4962689839849,1146.6650897429474,7233.110213398623,7281.592666367346,12061.281670589507,5129.785067530589,4473.899123041131,10474.030310169732,1010.972259947153,1034.590014410975,1668.9120879003976
6.189658188912622e+18,65913.46266472992,63728.154531559245,112866.17437911368,275.27718942570635,270.15314664758193,274.7909972891471,0.4736816524117977,0.4370410760039931,0.8077055458224978,664.2013297863898,642.1791053494084,1137.358398468798,6879.204503118059,6928.79764369329,11459.191088907006,5091.933549204476,4440.030218473226,10416.95066400173,1008.1627488061691,1031.7362873746308,1665.7017407543099
6.812920690579593e+18,71947.93459515621,69541.44804901622,123171.22454688139,267.9288213223988,262.7834468872947,267.4140350000757,0.5151529220433559,0.4751922724854032,0.8789636870198154,658.7693388977351,636.7340816571797,1127.796274517381,6543.785519216933,6594.184980742471,10889.108014881896,5051.1998025027415,4403.495339471928,10355.062630785565,1005.2439710223449,1028.7676765684919,1662.3451004260987
7.498942093324557e+18,78517.44682719791,75865.47470311633,134379.6272234464,260.59925731685394,255.43150358261633,260.06178195331563,0.5606429609250627,0.5170424159496843,0.9570671375621007,653.2213854765004,631.1575999354935,1117.976656952587,6226.835633228384,6278.784306863717,10355.454821098352,5007.441217878413,4364.144892837212,10288.035744970635,1002.2244494173411,1025.6917999843063,1658.8467882624334
8.254041852680205e+18,85666.66481258428,82741.83986034385,146565.13734177648,253.29312259428588,248.10185306833725,252.73860922766258,0.6104758841557016,0.5628870754689776,1.0425655965570848,647.5552981235995,625.4457776866604,1107.8978806174807,5924.982367554695,5976.407161711097,9840.041430088138,4960.519621941918,4321.829710768422,10215.527139858064,999.1141226363824,1022.5175228064855,1655.2125863943309
