doping,sigma_xx,sigma_yy,sigma_zz,S_xx,S_yy,S_zz,kappa_e_xx,kappa_e_yy,kappa_e_zz,mu_overall_xx,mu_overall_yy,mu_overall_zz,mu_IMP_xx,mu_IMP_yy,mu_IMP_zz,mu_ADP_xx,mu_ADP_yy,mu_ADP_zz,mu_POP_xx,mu_POP_yy,mu_POP_zz
9.085175756516841e+18,93443.623768701,90215.06526831041,159806.945461245,246.01471598843213,240.79871119710762,245.4484925066855,0.6650031343002873,0.6130463980170604,1.1360554555518214,641.7686787262481,619.5943811149009,1097.5586012004826,5637.9928388246435,5687.528180342642,9345.435140730106,4910.303000046009,4276.402329180807,10137.182024906684,995.9241120774269,1019.2546959550137,1651.4493186638883
9.999999999999998e+18,101899.88935034913,98332.67578604304,174189.94730552364,238.7680992513002,233.5260657592571,238.19507787678913,0.724604513473075,0.66786590616235,1.238182539916795,635.8588630114464,613.5987840039875,1086.9577386114286,5366.924987944021,5415.337762301256,8882.639970008147,4856.667497729664,4227.718590898224,10052.634475997631,992.6664146538554,1015.9138184242688,1647.564714710016
1.1006941712522123e+19,111090.74058681322,107145.29502272802,189805.05462306328,231.557136211219,226.28771934758552,230.98169864876718,0.7896892965983979,0.727717336986403,1.349645520214617,629.8228521269644,607.4539003942734,1076.0943344912325,5110.2512254824305,5157.463149861256,8445.24327122819,4799.499232977012,4175.639190630783,9961.507793235087,989.3534973691668,1012.5055994881786,1643.5672300866563
1.211527658628585e+19,121075.34099772514,116706.71523589804,206749.48535716464,224.38551789244957,219.0873187569947,223.81138145640188,0.8606971834527841,0.792999293791079,1.4711997684264357,623.6572375223211,601.1541146005418,1064.9673496109756,4867.146811947352,4912.996754300819,8031.369528632697,4738.69605127283,4120.031325885793,9863.414576585395,985.9978176157564,1009.0404458061892,1639.465839958583
1.333521432163324e+19,131916.85611053932,127073.8996353673,225126.9547980341,217.2567950526793,211.9283923279048,216.68686623770208,0.9380987904584202,0.8641374309703185,1.6036613792459278,617.3581314055284,594.6932228467456,1053.575408013105,4636.896962535016,4681.230821787512,7639.730809663447,4674.169351342291,4060.7706263196164,9757.95666543257,982.6112934038013,1005.527899162201,1635.2698096204047
1.4677992676220735e+19,143682.58813082412,138306.98297373945,245047.87501400997,210.1743590934468,204.814335751255,209.6105857220029,1.0223962014271781,0.9415846469218905,1.7479125128529631,610.9210413180465,588.0643256432206,1041.916360231903,4418.828323803822,4461.5137379629305,7269.181884927063,4605.845395407174,3997.7428860906525,9644.723916844356,979.2047101078855,1001.9760118363969,1630.9883778698697
1.6155980984398692e+19,156444.01296654216,150469.15864264002,266629.3477626406,203.14144500662044,197.74842005336097,202.58468444384465,1.1141227948751187,1.0258205670399874,1.9049070083110582,604.3407368757216,581.25972201024,1029.9867360851888,4212.296259047337,4253.224235040427,6918.6417116337,4533.666615822006,3930.8461291944095,9523.292568286783,975.7871080238574,998.3907063337584,1626.630334386592
1.7782794100389229e+19,170276.76713140655,163626.4961204797,289995.0026626539,196.16110852879282,190.73377352219617,195.6110376949977,1.213842734402812,1.117350679569328,2.0756772084946338,597.6110493512281,574.2707469908627,1017.7809674266463,4016.6801683923845,4055.763546149894,6587.071847368514,4457.592396418828,3859.992589553855,9393.222311916212,972.3651289073337,994.7750981536075,1622.2033642028634
1.9573417814876656e+19,185260.53301708592,177847.63791740505,315274.55404897,189.23619998422402,183.7733600376578,188.6913029863867,1.3221498096174158,1.2167048527512838,2.2613416796824284,590.724603989285,567.0875539698385,1005.2903759581831,3831.380688898624,3868.55174928941,6273.468177673366,4377.599378963548,3785.1106982476135,9254.052242583539,968.9423204844092,991.1287818542291,1617.713032164711
2.1544346900318773e+19,201478.75923416694,193203.3145336122,342602.92042142164,182.3693506509205,176.86996988431815,181.82703150905309,1.4396652068795253,1.3244348733129732,2.4631131801563324,583.672486504968,559.6988446327408,992.5019381005169,3655.8175385511104,3691.025455207359,5976.856963913018,4293.6813578651045,3706.147166071352,9105.296121699357,965.5183863000909,987.447068993334,1613.1612498345207
2.3713737056616546e+19,219018.16360057835,209765.62709385436,372118.76252931217,175.56297333757945,170.02622537673628,175.01985385948274,1.5670338125017458,1.4411106797298987,2.682306003566513,576.4438453862913,552.0915485833046,979.3968610986968,3489.427424425961,3522.6358129368346,5696.292478979313,4205.848741692442,3623.069143483697,8946.437662365697,962.0883639953756,983.7201620785224,1608.5440625309059
2.6101572156825436e+19,237968.04150161202,227607.11895078278,403962.4251979628,168.81924923659494,163.24457449101715,168.27172415982255,1.7049191128393804,1.567315396065966,2.9203421806810654,569.0254195538043,544.2504399648609,965.9490158820272,3331.66117915557,3362.8458339075323,5430.85438917968,4114.127232245885,3535.8660876846084,8776.926498745457,958.6417230502541,979.9322556680189,1603.8486330435003
2.8729848333536563e+19,258419.13139953904,246799.4033779435,438272.83453043585,162.1401706711588,156.52734457082727,161.5853012115822,1.8539946971537375,1.703637390939468,3.178751815854997,561.4011123014452,536.1578153333575,952.1235594106955,3181.9819307836715,3211.128795054674,5179.647896350948,4018.556793882587,3444.5522687365924,8596.17882810063,955.1614694463419,976.0606582757335,1599.0495033003708
3.1622776601683788e+19,280462.2294417689,267411.5329907522,475183.7013444795,155.52753230083837,149.87675082576888,154.9643605961538,2.0149335442955842,1.8506604889125344,3.45916737695769,553.5515690546058,527.7931850093842,937.8758529438849,3039.862072673536,3066.9654251515253,4941.8029636503215,3919.189879694468,3349.1688137653027,8403.583759391378,951.623317638779,972.0749972133867,1594.1043250639655
3.48070058842842e+19,304186.28416122746,289507.8667258245,514818.72457154497,148.98293296191073,143.29492504413238,148.4142858761532,2.188393095762979,2.008950530927092,3.76330514961618,545.4539067393539,519.1331333774467,923.1512204102611,2904.781164214077,2929.8420115270474,4716.4762813898205,3816.090244795582,3249.786399485943,8198.521488970122,947.9951256376029,967.9367165905018,1588.9496830276278
3.831186849557277e+19,329676.06389806507,313145.53964880516,557286.3012054986,142.50771345250115,136.78389139279554,141.94252295945566,2.374997255465203,2.179039321188822,4.09293138029716,537.0815714058594,510.15133007259084,907.8858862070914,2776.2237325124925,2799.248379470018,4502.85415895735,3709.331875822113,3146.5079912825163,7980.396517353922,944.2367133631952,963.5990026957995,1583.4979116386764
4.216965034285821e+19,357009.1709824297,338371.3564652883,602674.0233068779,136.10285686532458,130.34551549221842,135.55894096838182,2.575315072581007,2.3614057045179253,4.4498077366897055,528.4043552456574,500.81874337386944,892.0096119943141,2653.678054357642,2674.676854861296,4300.157768453875,3598.9987990037835,3039.472233403121,7748.691022300572,940.3001362985202,959.0072347113016,1577.6362460272233
4.641588833612791e+19,386252.46366693504,365218.2164768975,651044.1052862313,129.76880513280403,123.98137534001452,129.2759152478219,2.7898392505715486,2.5564566161798825,4.835617877916976,519.388418274506,491.103921368749,875.4501922937136,2536.6350074119714,2555.6213287183227,4107.648373144182,3485.184820513048,2928.856497598698,7503.038181162786,936.1302395490986,954.0998070012939,1571.2298280171274
5.108969774506913e+19,417457.4093267628,393700.7042630414,702430.3358722167,123.5052962200086,117.69264912213893,123.10804495297977,3.0189649531795566,2.764508607175232,5.251876620319384,509.99625922564763,480.9733194187992,858.1399081042442,2424.588387528914,2441.5779188296838,3924.6333810934734,3367.9939039662786,2814.8802313462697,7243.314655102329,931.6651508753976,948.8090070724903,1564.130137278324
5.6234132519034905e+19,450654.1892507344,423809.783216719,756837.7204493955,117.31126420788713,111.48004860216247,117.07133241888083,3.2629720956126174,2.9857730654076975,5.699836887731237,500.1864658308867,470.39151904656063,840.0232547739064,2317.036123181505,2332.046753223088,3750.470106843791,3247.5401514709,2697.8075296460765,6969.741742863615,926.8361604333514,943.0613953330014,1556.1897114411634
6.189658188912622e+19,485844.2050894662,455506.3887221404,814245.1640441943,111.18491491044159,105.34389851800923,111.18177438630244,3.522012073308765,3.2203467013024802,6.180419075282347,489.9132387752172,459.3213220124769,821.0646368971484,2213.482940471377,2226.535544079384,3584.5654793925523,3123.9472870810787,2577.9485704811273,6682.97876344554,921.5665268234496,936.7771972403558,1547.2825859764473
6.812920690579594e+19,522990.6979075465,488713.77640235244,874610.218030898,105.12409410830927,99.28447564432757,105.45348718846924,3.796097230168942,3.4682068891743025,6.694197364487096,479.1259178160377,447.7238911675637,801.2540807231682,2113.445476058108,2124.566037078562,3426.3706799304,2997.3485378794417,2455.6601542061903,6384.187134347761,915.7691615723343,929.8686035545796,1537.3276139372197
7.498942093324557e+19,562007.6686490483,523308.89550464175,937873.3620650963,99.12699366999759,93.3026663403114,99.8967066934613,4.085089889773251,3.729210314732498,7.24148377663548,467.76898641355024,435.55929934278925,780.608702864481,2016.460769159643,2025.6842576693195,3275.3707257851606,2867.888552294129,2331.3458185168674,6075.042022146976,909.3438985232182,922.2376194372831,1526.309323415073
8.254041852680205e+19,602747.9604423309,559113.6281722309,1003957.6765964021,93.19314636409476,87.40092780918941,94.51626474194804,4.388687338953994,4.0030925478775305,7.8225429908052675,455.78328199604454,422.7880588559653,759.1682735863444,1922.0991827839312,1929.4754352291327,3131.071810863792,2735.729948562828,2205.4565450375544,5757.675579713893,902.1760909186232,913.7751734650898,1514.289626557192
9.08517575651684e+19,644992.4777214817,595887.7050654265,1072759.6581068023,87.32450344975568,81.58439503916247,89.31128039819255,4.706404772159914,4.289469824001291,8.437949180198673,443.1091422028503,409.3742105714345,736.9847415953195,1829.9817651587457,1835.5832171081697,2992.991332555766,2601.0661992631453,2078.4923244473252,5434.549574233293,894.1391811229464,904.3641612709604,1501.404917242121
9.999999999999998e+19,688442.8145624549,633325.389555956,1144127.8913960892,81.52635232194895,75.86192773282833,84.27681075541484,5.037564900245925,4.587848104822411,9.089048520818334,429.69205424208394,395.29047169061977,714.1082098157582,1739.801891355668,1743.732382316024,2860.659178882112,2464.1421526282174,1951.0053159785275,5108.279449147406,885.1040197304866,893.8893025002665,1487.8477287328299
1.1006941712522034e+20,732720.1824574035,671058.6043919111,1217831.5814105934,75.80773939297433,70.2467547750646,79.40777541093193,5.381322459690777,4.897659968232178,9.778451380736948,415.4903998888811,380.5250795774081,690.5737610090217,1651.3479607940653,1653.7509561766194,2733.636615792817,2325.278176116785,1823.6018120746314,4781.445754468859,874.9556950455778,882.2546202806221,1473.8383559456606
1.2115276586285849e+20,777371.8166393999,708667.6305591178,1293526.5696060935,70.18132283032548,64.7565651166241,74.7049367165606,5.736761828559139,5.2183583870792445,10.51043123064606,400.4838321228471,365.0890354516762,666.3947258468635,1564.5237412404601,1565.5874259691282,2611.557833572878,2184.8921305796225,1696.9401794314763,4456.44070488457,863.614415937412,869.4049628190852,1459.5973186010112
1.3335214321633239e+20,821883.1805248774,745697.8094930222,1370732.347713407,64.66305643169105,59.41331476116221,70.1820822495824,6.10309962874767,5.549592951823293,11.291076256182222,384.6800401791672,349.02169656789056,641.5673029256889,1479.3636341186548,1479.3197792006413,2494.1938878019682,2043.5140992816903,1571.723245632962,4135.393797930805,851.0522607512162,855.3430301943083,1445.331254806939
1.4677992676220615e+20,865693.0283932633,781679.1598784694,1448839.3910415985,59.272548465938414,54.24346311075508,65.87289291647141,6.479993975207563,5.891471220857222,12.128045748146251,368.1178026847639,332.3926661582186,616.0885628882638,1396.040189631644,1395.1539309665325,2381.5276701301373,1901.7903322254133,1448.6841741387027,3820.193924296356,837.2964837796761,840.132183779755,1431.2422869111963
1.6155980984398696e+20,908209.1778201453,816146.0116625957,1527165.0919658819,54.035245597220545,49.27972959831506,61.83559229104425,6.867883470577478,6.244842045757819,13.029795947818924,350.8666843699792,315.30009975172686,589.986718869384,1314.8643235413895,1313.4135093491388,2273.8200874034783,1760.481497381249,1328.5707480338313,3512.5993932056285,822.4174430022763,823.8829639961883,1417.5666868260555
1.7782794100389223e+20,948830.6986987456,848660.0164361076,1605070.7797433224,48.98672926273311,44.56475373530218,58.15303793316009,7.268207565200629,6.611476161318369,14.004250953828752,333.02613071718366,297.86764006743755,563.3571010113882,1236.275460186451,1234.5212712320663,2171.635192054071,1620.4597017009385,1212.130914322658,3214.3832191473043,806.5123806355397,806.7345796641396,1404.6405919175966
1.9573417814876494e+20,986988.183722552,878844.8989929288,1682129.9359648188,44.177778611697285,40.155582063397965,54.926312272969405,7.683323427920914,6.993981069500978,15.05704953578193,314.7276388430637,280.2432533140716,536.3922203796855,1160.815954311837,1158.971394195461,2075.7927473007726,1482.707827187127,1100.1022072625613,2927.442840094149,789.7051795249982,788.8515120369348,1392.9757900375091
2.1544346900318775e+20,1022210.908466812,906439.6938173186,1758308.272459606,39.67699797786724,36.126076828667955,52.261335477647584,8.116024013551106,7.395349516847534,16.1896961787633,296.13979958902564,262.60027824920957,509.39102236510007,1089.0768313873916,1087.2862814612897,1987.2273268944327,1348.3133290175156,993.2006255524789,2653.803555272375,772.172570041413,770.4458752184202,1383.3098051955035
2.371373705661655e+20,1054210.1065000116,931362.4086848109,1834093.745780309,35.567851747342935,32.56405075860721,50.25056080991296,8.568741779678033,7.818183931657491,17.398007018389432,277.47047560300047,245.13668452583212,482.73760710922033,1021.6016596812941,1019.9509084174167,1906.76156568312,1218.442994404653,892.1026556627645,2395.4921006461414,754.1813611923745,751.8109324998237,1376.5899124865828
2.6101572156825223e+20,1082945.855474221,953758.9296918742,1910524.5765449374,31.939476257775837,29.561934331914276,48.95379070796295,9.042691901735612,8.26380439570585,18.671185013230232,258.9582099240723,228.0665314383175,456.85204119173653,958.7468188982402,957.3214112031636,1834.834839821842,1094.2861471980452,797.4147595136018,2154.316986518397,736.101499847149,733.3316612660607,1373.872812250695
2.872984833353657e+20,1108642.7953092237,974009.2719703696,1989101.4716784703,28.87429144742112,27.20329946943923,48.382527353363066,9.537209152490744,8.731502341731613,19.9917568944685,240.85069662538118,211.601800479383,432.1287950622961,900.5326671918511,899.5178839806133,1771.2659740536603,976.9692423137928,709.6330480909814,1931.6400192247381,718.3710744711248,715.4488836782525,1376.1602261111316
3.162277660168379e+20,1131746.519801962,992683.7122976736,2071613.1692675254,26.43702447460268,25.549768440820525,48.49116678648894,10.049380729318285,9.218117809814826,21.336585556234123,223.3771657191492,195.9298042099101,408.8822631834544,846.5788961594178,846.338337094005,1715.1694833022752,867.4607724488982,629.1034012606461,1728.220238921341,701.4249009926186,698.5882074342142,1384.2193240570691
3.4807005884283906e+20,1152845.9391308948,1010468.8873072083,2159926.4681137144,24.668042766034738,24.632021032915993,49.17684256248947,10.573936492077452,9.717984970856984,22.679134811138432,206.72557443995646,181.1948622483344,387.3128445330071,796.2462879709853,797.2799426041954,1665.1639021566286,766.4909166139472,555.9941617444643,1544.1683643568051,685.6235657466806,683.0903258394421,1398.4399891605992
3.831186849557276e+20,1172598.0667258005,1028094.9450040958,2255787.0453155823,23.58083666520779,24.4459150785347,50.28826941955699,11.103349356132155,10.223214651664557,23.992899241896,191.03170153707666,167.49023576414163,367.49748264419446,748.9745709013504,751.7505583412054,1619.8668418121415,674.5046805293327,490.2898227568732,1379.0045919183246,671.2132699591582,669.1732029116182,1418.762176514416
4.216965034285822e+20,1191677.6882685744,1046285.0970049269,2360661.6878694394,23.16176264728487,24.952590171144337,51.64233112304856,11.628192628904095,10.7242908946969,25.25548923603483,176.3796246833196,154.86013920976723,349.40036781344804,704.530169830227,709.3344389222879,1578.2868603290535,591.6523675438306,431.80478390104815,1231.781371980735,658.3215914595012,656.9314782658512,1444.6810317989966
4.641588833612753e+20,1210752.8634015343,1065731.247722617,2475633.555893364,23.370590408674857,26.081013793488328,53.0454098094566,12.137818841523158,11.210940369174239,26.45244461268956,162.80901168221953,143.30806590645327,332.8965512087472,662.9002532907675,669.8061158674329,1539.6691776759178,517.8129101002074,380.2118850599695,1101.232622984163,646.9767335149268,646.3603174545815,1475.3165630671413
5.1089697745069126e+20,1230476.2014984153,1087088.5127742358,2601351.251308528,24.14148701554876,27.731883810603506,54.31523349469853,12.621357400402712,11.673195272611045,27.57981997428245,150.32440599807765,132.8070666790514,317.8010116946127,624.0154242282523,632.9309710958339,1503.0474847250732,452.63935928245616,335.0777649328348,985.9177902976331,637.1346819231472,637.3872476913145,1509.523649953214
5.62341325190349e+20,1251481.4902192496,1110978.8113735667,2738026.6575842462,25.384758686253488,29.782326091767285,55.29905629327764,13.068929434295395,12.102534446991267,28.644936550960693,138.90377275107542,123.30917360356688,303.8976090733911,587.628518387847,598.3583411201689,1467.0717863555271,395.6154856349991,295.8987955147925,884.3427373507188,628.7039430745294,629.9006958942128,1546.0166998398424
6.18965818891257e+20,1274379.7826391265,1137995.8118690485,2885475.326250658,26.989783788105246,32.091187986478495,55.88528961180982,13.472925809228153,12.492989941564147,29.66524445992388,128.50552826573272,114.75288211244897,290.9646999937757,553.3769338886211,565.6701860616383,1430.185354137753,346.1141745304785,262.13385293931435,795.0508682381003,621.5640054706515,623.7706397112839,1583.4887389548433
6.812920690579593e+20,1299754.2221557326,1168707.4239317733,3043197.420878215,28.829436003900636,34.50502804651094,56.00756860673981,13.829199514752244,12.842136666905061,30.665742829486515,119.07415527311262,107.06858796135538,278.79591085105596,520.8937283369467,534.4702407748811,1390.9163249219657,303.44998693980205,233.23150822163333,716.6836485634659,615.5780877642218,618.8614979118679,1620.7134992604033
7.498942093324557e+20,1328155.8099208085,1203654.9581421232,3210497.8041974767,30.766020162414296,36.86499769682503,55.641812978265385,14.13804098605075,13.151895490971494,31.67568445866831,110.54488121111092,100.18244348378653,267.21571050912445,489.8870284927743,504.4462607634348,1348.1324868040656,266.9217188141262,208.6508276033238,648.0141711909977,610.6022658179178,615.0392503132846,1656.6251154829718
8.254041852680138e+20,1360102.519120744,1243349.2952158754,3386638.3749590046,32.65843375714779,39.01471465957179,54.79788734693291,14.404835285983655,13.42908272487486,32.725382156064825,102.84769926121967,94.0190997311734,256.089493412023,460.1737810562233,475.4005821767867,1301.2195372562035,235.8433314902452,187.87564577472062,587.9579358887519,606.4919605265596,612.1740821184679,1690.3720519201188
9.085175756516844e+20,1396081.7645969468,1288263.700591074,3571000.8671529572,34.37012036010845,40.809065552252385,53.50815154018294,14.640329375080666,13.6856292124237,33.84385238581959,95.91071450479303,88.50362144029532,245.32749682904628,431.67969941852795,447.2605190100408,1250.1802751031864,209.56362629980492,170.42274135349277,535.564624135613,603.105227079621,610.1386705175374,1721.3401940502404
9.999999999999999e+20,1436553.0416322923,1338821.6450383093,3763219.630935154,35.777493291287605,42.123736454913114,51.81572818676259,14.860451513226762,13.938372162166466,35.057756649826814,89.66258834957966,83.56267436933109,234.88169449154012,404.4209743821414,420.0733036377372,1195.681475988542,187.4761437412017,155.84474678821948,489.9945774710597,600.302116972346,608.8022539046772,1749.1376803076032
